"Name","Strain","L-code","Snomed-CT","Mnemonic"
"Mycobacterium nonchromogenicum","Mycobacterium nonchromogenicum RH911802247 OUH b","L-21809","21433000","Mycobmnon"
"Mycobacterium nonchromogenicum","Mycobacterium nonchromogenicum RH911802247 OUH b","L-21809","21433000","Mycobmnon"
"Mycobacterium lutetiense","Mycobacterium lutetiense DSM 46713T DSM b M",,,"bacacp"
"Mycobacterium madagascariense","Mycobacterium madagascariense DSM 44641 DSM b",,,"bacacp"
"Mycobacterium madagascariense","Mycobacterium madagascariense DSM 45167T DSM b",,,"bacacp"
"Mycobacterium mantenii","Mycobacterium mantenii DSM 45255T DSM b",,"708336000","bacacp"
"Mycobacterium novocastrense","Mycobacterium novocastrense 439 VIB b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense 439 VIB b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense 59 IBS b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense 59 IBS b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 43531 DSM b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 43531 DSM b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 43531 DSM b L","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 43531 DSM b L","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 44203T DSM b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 44203T DSM b","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 44203T DSM b M","L-21903","113857003","Mycobmnov"
"Mycobacterium novocastrense","Mycobacterium novocastrense DSM 44203T DSM b M","L-21903","113857003","Mycobmnov"
"Mycobacterium obuense","Mycobacterium obuense DSM 44075T DSM b","L-21849","41304005","bacacp"
"Mycobacterium obuense","Mycobacterium obuense DSM 44075T DSM b","L-21849","41304005","bacacp"
"Mycobacterium obuense","Mycobacterium obuense DSM 44075T DSM b L","L-21849","41304005","bacacp"
"Mycobacterium obuense","Mycobacterium obuense DSM 44075T DSM b L","L-21849","41304005","bacacp"
"Mycobacterium minnesotense","Mycobacterium minnesotense DSM 45633T DSM b",,"718808008","bacacp"
"Mycobacterium minnesotense","Mycobacterium minnesotense DSM 45633T DSM b L",,"718808008","bacacp"
"Mycobacterium palustre","Mycobacterium palustre DSM 44571 DSM b","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44571 DSM b","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM b","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM b","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM b S","L-10372","430912004","Mycobmpal"
"Mycobacterium palustre","Mycobacterium palustre DSM 44572T DSM b S","L-10372","430912004","Mycobmpal"
"Mycobacterium montmartrense","Mycobacterium montmartrense DSM 46714T DSM b",,,"bacacp"
"Mycobacterium montmartrense","Mycobacterium montmartrense DSM 46714T DSM b L",,,"bacacp"
"Mycobacterium murale_tokaiense","Mycobacterium murale_tokaiense (M  tokaiense DSM 44635T DSM b)",,,"bacacp"
"Mycobacterium murale_tokaiense","Mycobacterium murale_tokaiense (M murale DSM 44340T DSM b L)",,,"bacacp"
"Mycobacterium murale_tokaiense","Mycobacterium murale_tokaiense (M murale DSM 44340T DSM b)",,,"bacacp"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum 1201051 BRB b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum 1201051 BRB b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum 1201052 BRB b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum 1201052 BRB b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43526 DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43526 DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43527 DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43527 DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43528T DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium parafortuitum","Mycobacterium parafortuitum DSM 43528T DSM b","L-21857","909007","Mycobmpar"
"Mycobacterium paragordonae","Mycobacterium paragordonae 170206_01 BRJ b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae 170206_03 BRJ b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae 170206_04 BRJ b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae 170206_06 BRJ b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae 170206_08 BRJ b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae DSM 43508 DSM b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae DSM 43509 DSM b",,,"Mycobmparg"
"Mycobacterium paragordonae","Mycobacterium paragordonae JCM 18565T JCM b",,,"Mycobmparg"
"Mycobacterium neumannii","Mycobacterium neumannii DSM 43532T DSM b",,,"bacacp"
"Mycobacterium neumannii","Mycobacterium neumannii DSM 43532T DSM b L",,,"bacacp"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum 9032280 MVD b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum 9032280 MVD b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum 9032280 MVD b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum 9032280 MVD b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 20996 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 20996 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 20996 CCUG b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 20996 CCUG b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 27854 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 27854 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 27854 CCUG b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 27854 CCUG b L","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 28068 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 28068 CCUG b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 28068 CCUG b M","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum CCUG 28068 CCUG b M","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum DSM 44648T DSM b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum DSM 44648T DSM b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum RV423_C_II_2004 MVD b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum RV423_C_II_2004 MVD b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum T2040 IMK b","L-102E4","428856007","Mycobmparc"
"Mycobacterium parascrofulaceum","Mycobacterium parascrofulaceum T2040 IMK b","L-102E4","428856007","Mycobmparc"
"Mycobacterium paraseoulense","Mycobacterium paraseoulense DSM 45000T DSM b",,"700309001","Mycobmpare"
"Mycobacterium noviomagense","Mycobacterium noviomagense DSM 45145T DSM b",,,"bacacp"
"Mycobacterium noviomagense","Mycobacterium noviomagense DSM 45145T DSM b L",,,"bacacp"
"Mycobacterium parmense","Mycobacterium parmense DSM 44553T DSM b","L-10373","430913009","Mycobmparm"
"Mycobacterium parmense","Mycobacterium parmense DSM 44553T DSM b","L-10373","430913009","Mycobmparm"
"Mycobacterium parmense","Mycobacterium parmense DSM 44553T DSM b ML","L-10373","430913009","Mycobmparm"
"Mycobacterium parmense","Mycobacterium parmense DSM 44553T DSM b ML","L-10373","430913009","Mycobmparm"
"Mycobacterium peregrinum","Mycobacterium peregrinum 121126_8 UOK b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 121126_8 UOK b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1215630 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1215630 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 130506271201 HPL b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 130506271201 HPL b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1306710 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1306710 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 131010 no 12 EDP b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 131010 no 12 EDP b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 15 PGM","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 15 PGM","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 17 VIB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 17 VIB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1899319 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum 1899319 IIUB b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum AFB011 MCW b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum AFB011 MCW b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum CCUG 28064 CCUG b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum CCUG 28064 CCUG b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43271T DSM","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43271T DSM","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43271T DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43271T DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43481 DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 43481 DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 46638 DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum DSM 46638 DSM b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum T694 IMK b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum T694 IMK b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum WC14_0106 NYDH b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum WC14_0106 NYDH b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum WC14_0107 NYDH b","L-21905","113859000","Mycobmper"
"Mycobacterium peregrinum","Mycobacterium peregrinum WC14_0107 NYDH b","L-21905","113859000","Mycobmper"
"Mycobacterium phlei","Mycobacterium phlei 3614_09 FZB b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei 3614_09 FZB b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei 3614_09 FZB b L","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei 3614_09 FZB b L","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei 9652_00 FZB b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei 9652_00 FZB b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43070 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43070 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43070 DSM b S","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43070 DSM b S","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43071 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43071 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43072 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43072 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43073 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43073 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43214 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43214 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43239T DSM","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43239T DSM","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43239T DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43239T DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43470 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43470 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43470 DSM b M","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43470 DSM b M","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43471 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43471 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43471 DSM b S","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43471 DSM b S","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43473 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 43473 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 750 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium phlei","Mycobacterium phlei DSM 750 DSM b","L-21818","78112006","Mycobmphl"
"Mycobacterium porcinum","Mycobacterium porcinum 130802505601 HPL b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum 130802505601 HPL b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum 13mm002260 SLHW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum 13mm002260 SLHW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum AFB012 MCW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum AFB012 MCW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum AFB017 MCW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum AFB017 MCW b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44242T DSM b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44242T DSM b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44678 DSM b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44678 DSM b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44678 DSM b L","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum DSM 44678 DSM b L","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum WC14_0103 NYDH b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum WC14_0103 NYDH b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum WC14_0112 NYDH b","L-21855","91336002","Mycobmpor"
"Mycobacterium porcinum","Mycobacterium porcinum WC14_0112 NYDH b","L-21855","91336002","Mycobmpor"
"Mycobacterium poriferae","Mycobacterium poriferae DSM 44585T DSM b","L-21865","58768005","bacacp"
"Mycobacterium poriferae","Mycobacterium poriferae DSM 44585T DSM b","L-21865","58768005","bacacp"
"Mycobacterium poriferae","Mycobacterium poriferae DSM 44585T DSM b L","L-21865","58768005","bacacp"
"Mycobacterium poriferae","Mycobacterium poriferae DSM 44585T DSM b L","L-21865","58768005","bacacp"
"Mycobacterium pseudoshottsii","Mycobacterium pseudoshottsii DSM 45108T DSM b",,"5421000146107","Mycobmpse"
"Mycobacterium psychrotolerans","Mycobacterium psychrotolerans DSM 44697T DSM b","L-1032A","429901002","bacacp"
"Mycobacterium psychrotolerans","Mycobacterium psychrotolerans DSM 44697T DSM b","L-1032A","429901002","bacacp"
"Mycobacterium psychrotolerans","Mycobacterium psychrotolerans DSM 44697T DSM b L","L-1032A","429901002","bacacp"
"Mycobacterium psychrotolerans","Mycobacterium psychrotolerans DSM 44697T DSM b L","L-1032A","429901002","bacacp"
"Mycobacterium pulveris","Mycobacterium pulveris DSM 44222T DSM","L-21862","62644004","Mycobmpul"
"Mycobacterium pulveris","Mycobacterium pulveris DSM 44222T DSM","L-21862","62644004","Mycobmpul"
"Mycobacterium pulveris","Mycobacterium pulveris DSM 44222T DSM b","L-21862","62644004","Mycobmpul"
"Mycobacterium pulveris","Mycobacterium pulveris DSM 44222T DSM b","L-21862","62644004","Mycobmpul"
"Mycobacterium pyrenivorans","Mycobacterium pyrenivorans DSM 44605T DSM b","L-1032B","429902009","bacacp"
"Mycobacterium pyrenivorans","Mycobacterium pyrenivorans DSM 44605T DSM b","L-1032B","429902009","bacacp"
"Mycobacterium pyrenivorans","Mycobacterium pyrenivorans DSM 44605T DSM b L","L-1032B","429902009","bacacp"
"Mycobacterium pyrenivorans","Mycobacterium pyrenivorans DSM 44605T DSM b L","L-1032B","429902009","bacacp"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM","L-21850","72130005","Mycobmrho"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM","L-21850","72130005","Mycobmrho"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM b","L-21850","72130005","Mycobmrho"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM b","L-21850","72130005","Mycobmrho"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM b ML","L-21850","72130005","Mycobmrho"
"Mycobacterium rhodesiae","Mycobacterium rhodesiae DSM 44223T DSM b ML","L-21850","72130005","Mycobmrho"
"Mycobacterium noviomagense","Mycobacterium noviomagense NLA000500338 UMR b",,,"bacacp"
"Mycobacterium noviomagense","Mycobacterium noviomagense NLA000500338 UMR b S",,,"bacacp"
"Mycobacterium pallens","Mycobacterium pallens DSM 45404T DSM b",,,"bacacp"
"Mycobacterium pallens","Mycobacterium pallens DSM 45404T DSM b L",,,"bacacp"
"Mycobacterium paraense","Mycobacterium paraense DSM 46749T DSM b",,,"bacacp"
"Mycobacterium salmoniphilum","Mycobacterium salmoniphilum 131010 no 9 EDP b","L-B701B","450469003","bacacp"
"Mycobacterium salmoniphilum","Mycobacterium salmoniphilum 131010 no 9 EDP b","L-B701B","450469003","bacacp"
"Mycobacterium salmoniphilum","Mycobacterium salmoniphilum DSM 43276T DSM b","L-B701B","450469003","bacacp"
"Mycobacterium salmoniphilum","Mycobacterium salmoniphilum DSM 43276T DSM b","L-B701B","450469003","bacacp"
"Mycobacterium paraense","Mycobacterium paraense M3301799 LDW b",,,"bacacp"
"Mycobacterium paraffinicum","Mycobacterium paraffinicum 13mm001888 SLHW b",,,"bacacp"
"Mycobacterium paraffinicum","Mycobacterium paraffinicum DSM 44181T DSM b",,,"bacacp"
"Mycobacterium paraffinicum","Mycobacterium paraffinicum DSM 44181T DSM b L",,,"bacacp"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b","L-102FF","429414009","Mycobmsas"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b","L-102FF","429414009","Mycobmsas"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b","L-102FF","429414009","Mycobmsas"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b","L-102FF","429414009","Mycobmsas"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b M","L-102FF","429414009","Mycobmsas"
"Mycobacterium saskatchewanense","Mycobacterium saskatchewanense DSM 44616T DSM b M","L-102FF","429414009","Mycobmsas"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 1040408 IIUB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 1040408 IIUB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 13mm4815 SLHW b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 13mm4815 SLHW b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 4296_99 FZB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 4296_99 FZB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 4296_99 FZB b M","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 4296_99 FZB b M","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 9658_00 FZB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 9658_00 FZB b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 9658_00 FZB b M","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum 9658_00 FZB b M","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum CCUG 28003 CCUG b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum CCUG 28003 CCUG b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum CCUG 28164 CCUG b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum CCUG 28164 CCUG b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43226 DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43226 DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43513 DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43513 DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43513 DSM b L","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43513 DSM b L","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43992T DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum DSM 43992T DSM b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum RV423_C_I_2004 MVD b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum RV423_C_I_2004 MVD b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum WIS1011 SLHW b","L-21813","20141004","Mycobmscr"
"Mycobacterium scrofulaceum","Mycobacterium scrofulaceum WIS1011 SLHW b","L-21813","20141004","Mycobmscr"
"Mycobacterium parakoreense","Mycobacterium parakoreense DSM 45575T DSM b",,"718809000","bacacp"
"Mycobacterium senegalense","Mycobacterium senegalense 120307_10 CHL b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense 120307_10 CHL b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43245 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43245 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43294 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43294 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43653 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43653 DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43656T DSM b","L-21834","74212009","Mycobmsen"
"Mycobacterium senegalense","Mycobacterium senegalense DSM 43656T DSM b","L-21834","74212009","Mycobmsen"
